TRADEDATE,BOARDID,CLOSE,VOLUME,VALUE
2015-08-13,TQBR,53.43,7538200,403573251.0
2015-08-14,TQBR,54.1,7948800,428942014.0
2015-08-17,TQBR,53.34,8264700,442410614.0
2015-08-18,TQBR,53.23,8220800,437475278.0
2015-08-19,TQBR,51.66,11884700,626399126.0
2015-08-20,TQBR,52.5,11156100,579969225.0
2015-08-21,TQBR,50.75,13281000,683723030.0
2015-08-24,TQBR,49.84,25596800,1271743949.0
2015-08-25,TQBR,51.36,17144500,869544961.0
2015-08-26,TQBR,52.06,12891500,667360997.0
2015-08-27,TQBR,53.53,12191500,645554352.0
2015-08-28,TQBR,53.98,13342200,714680334.0
2015-08-31,TQBR,54.34,9465100,508490361.0
2015-09-01,TQBR,53.56,14219900,768279747.0
2015-09-02,TQBR,54.32,13247400,715241091.0
2015-09-03,TQBR,53.53,17349300,930557529.0
2015-09-04,TQBR,53.31,5700300,303829149.0
2015-09-07,TQBR,53.16,2843900,151654556.0
2015-09-08,TQBR,53.38,10601900,568293804.0
2015-09-09,TQBR,53.89,8543000,460673062.0
2015-09-10,TQBR,53.7,6775100,363424428.0
2015-09-11,TQBR,53.5,5686000,305015211.0
2015-09-14,TQBR,54.58,10687600,580875063.0
2015-09-15,TQBR,54.47,6515700,354807781.0
2015-09-16,TQBR,56.17,12686600,705140265.0
2015-09-17,TQBR,56.56,11455000,646277947.0
2015-09-18,TQBR,56.37,8731700,491804865.0
2015-09-21,TQBR,56.94,6997900,397515314.0
2015-09-22,TQBR,56.0,15813800,884885950.0
2015-09-23,TQBR,55.6,14859300,823658747.0
2015-09-24,TQBR,55.18,7134100,392510166.0
2015-09-25,TQBR,57.25,14095900,794976633.0
2015-09-28,TQBR,57.44,16178000,933765618.0
2015-09-29,TQBR,56.87,11478100,654402277.0
2015-09-30,TQBR,58.05,11411400,657895809.0
2015-10-01,TQBR,56.88,9433800,545735436.0
2015-10-02,TQBR,57.25,7096200,402798112.0
2015-10-05,TQBR,58.4,8608400,499529811.0
2015-10-06,TQBR,58.95,14072800,824883750.0
2015-10-07,TQBR,61.8,39399100,2397026393.0
2015-10-08,TQBR,64.24,30445300,1904015877.0
2015-10-09,TQBR,66.0,26665300,1736717227.0
2015-10-12,TQBR,65.75,15537300,1024104255.0
2015-10-13,TQBR,65.55,10546200,690296788.0
2015-10-14,TQBR,65.75,14242200,932350004.0
2015-10-15,TQBR,67.25,18459100,1243044466.0
2015-10-16,TQBR,67.99,13685000,930474748.0
